09:03:22.040965 POST /session [35.494527ms] OK body={"capabilities":{"platformName":"Android","deviceName":"Android SDK built for x86"}}
09:03:22.049375 POST /session/041ce14f-79b8-4800-93a7-ad05f96bc3a5/appium/settings [8.231946ms] OK body={"settings":{"waitForIdleTimeout":200}}
09:03:22.056622 POST /session/041ce14f-79b8-4800-93a7-ad05f96bc3a5/appium/settings [7.210969ms] OK body={"settings":{"implicitWait":100}}
09:03:22.126110 GET /session/041ce14f-79b8-4800-93a7-ad05f96bc3a5/appium/device/info [52.741533ms] OK body=
09:03:22.144472 POST /session/041ce14f-79b8-4800-93a7-ad05f96bc3a5/appium/settings [9.477028ms] OK body={"settings":{"waitForIdleTimeout":200}}
09:03:26.722227 POST /session/041ce14f-79b8-4800-93a7-ad05f96bc3a5/appium/device/launch_app [10.666279ms] ERR:404 body={"appId":"com.tastopia.app"}
09:03:28.997857 POST /session/041ce14f-79b8-4800-93a7-ad05f96bc3a5/element [76.402605ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().resourceIdMatches(\".*welcome-sign-i...
09:03:29.063869 POST /session/041ce14f-79b8-4800-93a7-ad05f96bc3a5/element [65.872949ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().resourceIdMatches(\".*welcome-sign-i...
09:03:29.110758 POST /session/041ce14f-79b8-4800-93a7-ad05f96bc3a5/element [46.781826ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().resourceIdMatches(\".*welcome-sign-i...
09:03:29.144109 POST /session/041ce14f-79b8-4800-93a7-ad05f96bc3a5/element [33.24505ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().resourceIdMatches(\".*welcome-sign-i...
09:03:29.206190 POST /session/041ce14f-79b8-4800-93a7-ad05f96bc3a5/element [61.970348ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().resourceIdMatches(\".*welcome-sign-i...
09:03:29.253162 POST /session/041ce14f-79b8-4800-93a7-ad05f96bc3a5/element [46.843658ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().resourceIdMatches(\".*welcome-sign-i...
09:03:29.324670 POST /session/041ce14f-79b8-4800-93a7-ad05f96bc3a5/element [71.395654ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().resourceIdMatches(\".*welcome-sign-i...
09:03:29.344472 POST /session/041ce14f-79b8-4800-93a7-ad05f96bc3a5/element [19.696276ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().resourceIdMatches(\".*welcome-sign-i...
09:03:29.383385 POST /session/041ce14f-79b8-4800-93a7-ad05f96bc3a5/element [38.764249ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().resourceIdMatches(\".*welcome-sign-i...
09:03:29.400868 POST /session/041ce14f-79b8-4800-93a7-ad05f96bc3a5/element [17.341859ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().resourceIdMatches(\".*welcome-sign-i...
09:03:29.430832 POST /session/041ce14f-79b8-4800-93a7-ad05f96bc3a5/element [29.840172ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().resourceIdMatches(\".*welcome-sign-i...
09:03:29.454800 POST /session/041ce14f-79b8-4800-93a7-ad05f96bc3a5/element [23.846517ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().resourceIdMatches(\".*welcome-sign-i...
09:03:29.478216 POST /session/041ce14f-79b8-4800-93a7-ad05f96bc3a5/element [23.295218ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().resourceIdMatches(\".*welcome-sign-i...
09:03:29.494419 POST /session/041ce14f-79b8-4800-93a7-ad05f96bc3a5/element [16.076626ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().resourceIdMatches(\".*welcome-sign-i...
09:03:29.512335 POST /session/041ce14f-79b8-4800-93a7-ad05f96bc3a5/element [17.800175ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().resourceIdMatches(\".*welcome-sign-i...
09:03:29.527996 POST /session/041ce14f-79b8-4800-93a7-ad05f96bc3a5/element [15.551195ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().resourceIdMatches(\".*welcome-sign-i...
09:03:29.542057 POST /session/041ce14f-79b8-4800-93a7-ad05f96bc3a5/element [13.892757ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().resourceIdMatches(\".*welcome-sign-i...
